player_name,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Jeremy Lamb,2018,2516.888889,1228.555556,1.764431007,-0.369870157,1.39456085,0.771629655,-0.859554672,-0.087925017,1.557015434,-0.470123352,1.086892081,2.726131594,2.678792141,0.047339453,1.43478459,-0.089708256,1.345076334,-0.423487298
Jeremy Lin,2016.5,3043.833333,1457.666667,0.942593348,-0.797179263,0.145414085,-2.390520869,-0.12362877,-2.514149638,0.324654263,-0.685562157,-0.360907894,2.945383507,2.828214345,0.117169162,0.274828379,-1.013033989,-0.738205609,1.299933988
Jeremy Pargo,2020,91,44,1.479459238,-9.764842397,-8.285383159,5.390086409,0.390553706,5.780640115,2.531245993,-8.206964928,-5.675718935,-0.065758189,-0.065758189,0,2.295781898,-7.223341975,-4.927560077,0.123294786
Jeremy Tyler,2014,797,398,-4.431214797,0.378829406,-4.052385392,-1.422502513,-2.922472597,-4.34497511,-4.099938801,-0.261087639,-4.36102644,-0.328383568,-0.328383568,0,-4.181938309,-1.197702201,-5.37964051,0.366257151
Jerian Grant,2018,2065.2,1012.8,-0.647799118,-1.494286611,-2.142085729,-2.428376316,0.071968314,-2.356408002,-1.033460834,-1.240205699,-2.273666533,0.671886286,0.701670435,-0.029784149,-1.129555815,-1.381267337,-2.510823152,-0.529480977
Jericho Sims,2022,49,22,-8.968889122,5.252099604,-3.716789518,-9.713489685,12.92560664,3.212116954,-9.191296655,5.855228748,-3.336067906,-0.006613824,-0.006613824,0,-10.7382505,3.053233208,-7.68501729,0.5508188
Jermaine O'Neal,2014,1946,967,-2.043663393,2.005003303,-0.03866009,-3.758153554,-1.916311288,-5.674464841,-2.53514596,1.232111591,-1.303034369,0.703465333,0.914433489,-0.210968156,-2.420024892,1.006695664,-1.413329228,-0.442682882
Jerome Jordan,2015,783,388,-1.168974701,-1.49182973,-2.660804431,-5.290402829,0.406484086,-4.883918743,-2.057344938,-1.129175033,-3.18651997,-0.092217095,-0.0124599,-0.079757195,-1.829245015,-2.625134881,-4.454379896,0.691100678
Jerome Robinson,2020,1221,550,-2.820383978,-1.315131085,-4.135515063,-2.321063755,-1.106663529,-3.427727283,-2.901805507,-1.331962118,-4.233767625,-0.290868419,-0.337727723,0.046859304,-3.111575395,-1.280925573,-4.392500969,0.631961327
Jerrelle Benimon,2015,6,3,-19.84332519,0.361670937,-19.48165425,-1.037895032,57.74517466,56.70727963,-17.14897666,12.3001557,-4.848820964,-0.003235385,-0.003235385,0,-18.51512857,-1.170113122,-19.68524169,0.684463158
Jerryd Bayless,2016.5,2228.833333,1113.833333,-1.072842176,-2.323205393,-3.396047569,-2.431602294,-2.161218498,-4.592820792,-1.390558931,-2.43435831,-3.82491724,0.005557521,-0.03766906,0.043226581,-1.491825358,-2.168446029,-3.660271387,-0.494678329
Jevon Carter,2020.5,1251.75,596,-1.94901665,-0.495556624,-2.444573274,-3.103770959,0.879924202,-2.223846757,-2.270252527,-0.303371201,-2.573623728,0.518477403,0.538717821,-0.020240418,-2.47043842,0.602402441,-1.868035979,-1.050437882
Jimmer Fredette,2016,560.25,277.75,-4.002286661,-4.502354578,-8.504641238,-11.0742725,-3.732463915,-14.80673642,-5.691844151,-4.588843515,-10.28068766,0.017550711,0.017550711,0,-4.851532054,-4.467432199,-9.318964252,0.117437086
Jimmy Butler,2018,4717.777778,2354.777778,4.193080519,2.177538714,6.370619233,1.908275885,1.625519551,3.533795435,3.998821724,2.223269895,6.222091618,9.787607997,8.621654198,1.1659538,3.360154269,2.656870785,6.017025054,-0.756764656
Joakim Noah,2017,2216.571429,1129.857143,-0.924422823,3.410661776,2.486238953,-4.32658076,2.294743039,-2.031837722,-1.680715032,3.371182416,1.690467385,3.146562222,2.952670613,0.193891609,-0.912090997,2.750697594,1.838606597,0.811350124
Jock Landale,2022,24,11,10.49900123,7.734690141,18.23369137,14.41591014,4.102272143,18.51818228,10.98760081,7.621894954,18.60949576,0.124270217,0.124270217,0,6.655536495,0.823821757,7.479358252,3.736767191
Jodie Meeks,2016.5,2099.666667,1015,1.036172359,0.112505942,1.148678302,-0.90614057,-1.628529734,-2.534670304,0.692925267,-0.241959978,0.450965289,1.000151909,1.031935754,-0.031783845,1.034921296,-0.935877466,0.09904383,0.469828576
Joe Chealey,2019.5,42.5,20.5,-10.36471002,-2.770037833,-13.13474785,-17.21767837,1.736806004,-15.48087237,-12.34725941,-1.922377152,-14.26963656,-0.079704926,-0.079704926,0,-7.95698526,-5.141360607,-13.09834587,-1.428750433
Joe Harris,2018.5,2932.625,1382.625,-0.90373621,-4.398306223,-5.302042433,-1.055146878,-6.709016565,-7.764163443,-1.033792545,-5.090458324,-6.12425087,1.462905987,1.491012598,-0.028106611,-0.881072619,-3.912113755,-4.793186374,0.514586633
Joe Ingles,2018.5,3980.75,1951.125,0.897496351,0.059192125,0.956688476,-0.412676614,2.527003765,2.11432715,0.733092298,0.395029424,1.128121722,4.41122939,3.880441643,0.530787747,0.556945745,0.077813222,0.634758967,0.031225854
Joe Johnson,2016,4978.8,2541.4,0.547807611,-2.093843607,-1.546035997,0.399359269,-0.732309112,-0.332949843,0.552207678,-1.951297971,-1.399090292,2.372969714,2.068513059,0.304456655,0.313144358,-2.082451788,-1.76930743,-1.077951619
Joe Young,2017,753.6666667,363.3333333,-2.672255888,-2.155396278,-4.827652166,-5.523096148,-2.640962719,-8.164058866,-3.414757893,-2.393697455,-5.808455348,-0.352020046,-0.326010108,-0.026009938,-3.082311984,-3.182487712,-6.264799696,-0.782059443
Joel Anthony,2015.5,416,206.25,-2.953162356,-0.304602465,-3.257764822,-5.878733749,0.761464276,-5.117269472,-3.765867517,-0.116007072,-3.881874589,-0.005523321,0.001430503,-0.006953824,-3.512858712,-0.935681036,-4.448539748,-0.665472947
Joel Ayayi,2022,7,4,-4.223289713,10.73709211,6.513802399,-15.64008122,19.53769018,3.897608962,-5.036692101,11.65398158,6.617289474,0.018534487,0.018534487,0,-4.412939005,3.565726145,-0.847212861,-3.103364418
Joel Bolomboy,2017.5,105,50,-4.181651348,-0.238603784,-4.420255133,-9.060207888,7.412023008,-1.648184877,-5.470321489,1.323816003,-4.146505487,0.01579213,-0.022437441,0.038229571,-4.553907641,-0.062803394,-4.616711037,-0.708360058
Joel Embiid,2019.5,3255.5,1539.5,1.587246461,4.251035847,5.838282308,0.551956493,3.549118013,4.101074506,1.544088379,4.373384445,5.917472824,6.993502075,5.793417852,1.200084222,1.538932072,3.576622943,5.115555015,0.949949473
Joel Freeland,2014.5,1392,687.5,-2.250057123,1.376829262,-0.87322786,-0.30587368,1.432933852,1.127060173,-2.009761559,1.463282809,-0.54647875,0.717184406,0.752590657,-0.035406251,-1.871801789,1.108522891,-0.763278898,-0.296123741
Joey Dorsey,2015,1806,867,-3.157332509,0.81879508,-2.338537429,-0.98113835,0.105070442,-0.876067908,-2.946769938,0.666181655,-2.280588283,0.21898092,0.373737678,-0.154756758,-3.015708663,1.374736873,-1.640971791,0.740288357
Joffrey Lauvergne,2016.5,1463.25,713.75,-2.061855219,-2.398371453,-4.460226671,-4.064346232,-2.644361503,-6.708707735,-2.597257542,-2.598956621,-5.196214163,-0.60807602,-0.641420516,0.033344496,-2.719448636,-2.950147308,-5.669595944,0.180930651
John Collins,2020,3225.2,1521.4,1.46218377,0.461765752,1.923949521,2.279767393,2.152418155,4.432185549,1.631357775,0.638689275,2.27004705,3.316827448,2.961355383,0.355472065,1.823649434,0.441011572,2.264661006,-0.124097136
John Henson,2017,2333.428571,1166.285714,-2.174356267,1.398652008,-0.775704258,-1.841993115,0.576389684,-1.265603431,-2.228060019,1.33388056,-0.894179459,0.68005333,0.616353452,0.063699878,-2.049694846,0.724808357,-1.324886489,0.033066208
John Holland,2017.666667,123.6666667,58.66666667,-16.01520281,-7.041810904,-23.05701371,-40.02475514,26.5641266,-13.46062854,-21.9271444,-0.652171419,-22.57931582,-0.157202913,-0.146743645,-0.010459269,-11.5523558,-4.130223569,-15.68257936,-0.736982658
John Jenkins,2016.2,546.4,260.4,-0.35386015,-4.719927177,-5.073787327,1.18895691,1.10215802,2.291114928,-0.015193461,-3.754033998,-3.769227457,-0.315381397,-0.332963002,0.017581605,-1.056476091,-4.929748673,-5.986224764,0.028222178
John Konchar,2021,591.6666667,280.6666667,1.422971738,0.839807689,2.262779427,-0.760936086,-0.196159598,-0.957095684,1.234056102,0.716249641,1.950305743,0.755397787,0.750673587,0.0047242,1.721159103,0.165429713,1.886588816,-0.32708906
John Lucas III,2015.333333,576.3333333,291.3333333,-2.900395258,1.746965733,-1.153429525,-6.845678971,6.76290476,-0.082774211,-3.881102103,2.924428646,-0.956673456,-0.337042548,-0.337042548,0,-3.115024743,0.862644093,-2.25238065,-2.009228026
John Salmons,2014.5,2045,1036.5,-1.618247227,-2.994524086,-4.612771312,-4.274804393,-0.059213121,-4.334017514,-2.276014483,-2.557378028,-4.83339251,-0.240753083,-0.175264217,-0.065488867,-2.167095358,-2.907182463,-5.07427782,-0.811397905
John Wall,2017.142857,4886.714286,2381.857143,1.609513275,-1.099336767,0.510176508,0.99441479,1.364522601,2.358937391,1.588930125,-0.641451866,0.947478259,5.32999206,4.818454952,0.511537109,1.843300792,-0.533136419,1.310164373,1.071892137
Johnathan Motley,2019,262,124.3333333,0.241939106,-1.474416775,-1.232477669,-1.474233246,-1.360025158,-2.834258404,-0.10074585,-1.561065168,-1.661811019,-0.031477163,-0.031477163,0,-0.627386405,-0.995545265,-1.622931669,0.521072296
Johnathan Williams,2019.5,583.5,276,-1.374532621,-4.113385741,-5.487918361,-0.524527507,2.019533281,1.495005774,-1.27111305,-3.061143572,-4.332256621,-0.114218109,-0.114218109,0,-2.261156211,-3.636409178,-5.897565388,-0.806996317
Johnny O'Bryant III,2016.5,851.5,424,-4.560206589,-5.593310179,-10.15351677,-4.672573856,-2.811322898,-7.483896754,-4.864959975,-5.345863793,-10.21082377,-1.395735146,-1.350196553,-0.045538593,-4.533509408,-5.028860593,-9.562370002,-0.409279454
Jon Leuer,2016.5,1778.833333,873.3333333,-2.425221707,-1.063437595,-3.488659301,-2.606371441,2.085489274,-0.520882166,-2.591171863,-0.486570931,-3.077742794,0.490151065,0.453358861,0.036792204,-2.449067453,-0.566343422,-3.015410875,0.189153871
Jonah Bolden,2019.5,845.5,382.5,-3.815158014,-0.993364314,-4.808522329,-4.101052145,-0.789346065,-4.89039821,-4.135873084,-1.033807371,-5.169680455,-0.124065814,0.100042547,-0.22410836,-4.206611192,-0.821344878,-5.02795607,1.039783428
Jonas Jerebko,2016.5,2494.333333,1214.833333,-0.247884131,-0.365478712,-0.613362843,-0.689764009,0.303402102,-0.386361907,-0.369964449,-0.260056232,-0.630020681,1.391550153,1.304160088,0.087390065,-0.422111511,-0.535861316,-0.957972827,-0.223082207
Jonas Valanciunas,2018,3590.444444,1773,0.769861757,0.553876399,1.323738156,1.166957226,-2.586529849,-1.419572623,0.836791258,0.023815204,0.860606462,3.540088739,3.262055857,0.278032882,0.78893027,0.427059939,1.215990209,-0.45922709
Jonathan Gibson,2017.5,280.5,135.5,0.450593031,-4.183188067,-3.732595036,1.393238089,-8.03955346,-6.646315372,0.712182402,-5.253363982,-4.54118158,-0.385307553,-0.385307553,0,0.662785459,-4.872893033,-4.210107573,1.092811244
Jonathan Isaac,2019,2525.666667,1216.333333,-2.256498723,3.167434034,0.910935311,-2.610849408,1.96013805,-0.650711358,-2.44131779,3.109227726,0.667909936,2.32206163,2.387761747,-0.065700117,-1.565044002,2.831259855,1.266215853,0.13624396
Jonathan Kuminga,2022,15,6,-12.24718261,-3.814337418,-16.06152002,-31.91792158,-2.34895241,-34.26687399,-14.17382174,-4.047320062,-18.2211418,-0.051786517,-0.051786517,0,-10.95741466,-6.600163678,-17.55757833,9.522262092
Jonathon Simmons,2017.5,2940.25,1420.5,-1.290915948,-0.620276002,-1.91119195,-1.898427775,-0.644113934,-2.542541709,-1.507085127,-0.704296342,-2.211381469,0.456532753,0.317157537,0.139375216,-2.072776463,-0.671443668,-2.744220131,0.066646837
Jontay Porter,2021,115,54,-4.636785144,-3.107823736,-7.74460888,-11.73286302,11.27726881,-0.455594204,-6.401532477,-0.331268076,-6.732800553,-0.112982978,-0.112982978,0,-4.110316365,-0.291050714,-4.401367078,2.994095738
Jordan Adams,2015.5,276,136.5,-2.950087864,0.115890021,-2.834197843,-1.828149034,3.967720532,2.139571498,-2.819292799,0.967886336,-1.851406464,0.343451431,0.281689417,0.061762014,-2.703897278,2.957719932,0.253822654,1.786177487
Jordan Bell,2019.5,1173.75,553.5,-2.410322212,0.158607355,-2.251714857,-2.150347676,-0.550492109,-2.700839785,-2.519758761,0.015599042,-2.504159719,0.643534031,0.451693907,0.191840124,-2.30556209,-0.67215226,-2.97771435,-0.117259478
Jordan Bone,2020.5,261,124.5,-3.967661612,-8.613977392,-12.581639,-2.802992219,-1.010936729,-3.813928948,-3.919361612,-7.537347772,-11.45670939,-0.417287378,-0.417287378,0,-4.279426441,-8.339914317,-12.61934076,-1.855992871
Jordan Clarkson,2018.5,3867.875,1876.125,1.355428027,-1.26476018,0.090667847,-0.87959626,-0.707918385,-1.587514646,1.033043227,-1.236412293,-0.203369066,2.1541935,2.13824462,0.01594888,1.104760165,-1.429389527,-0.324629363,-0.32039474
Jordan Crawford,2016.333333,1644.666667,808.6666667,3.074565884,-3.997526681,-0.922960797,3.469395258,-4.913552018,-1.444156759,3.356271109,-4.45439659,-1.09812548,0.61320129,0.637317936,-0.024116646,3.03611165,-4.32785941,-1.29174776,0.167524844
Jordan Farmar,2015.5,963.5,470,0.144567832,-0.782664713,-0.638096881,-0.224376688,-2.516829149,-2.741205838,0.099452335,-1.15977359,-1.060321255,0.520153378,0.488059673,0.032093705,1.00396394,-1.444722178,-0.440758239,0.087976052
Jordan Hamilton,2015,999,481.6666667,-0.910058595,-3.896515448,-4.806574042,-3.208852827,-2.879223871,-6.088076699,-1.443363245,-3.909724512,-5.353087757,-0.061188442,-0.061188442,0,-1.485011304,-3.054361313,-4.539372617,0.415995806
Jordan Hill,2015.5,2500.75,1237.25,-2.448116159,-2.056523461,-4.504639619,-2.880913449,1.463502109,-1.41741134,-2.666197829,-1.40754647,-4.073744299,0.624531816,0.648460466,-0.023928649,-2.110322411,-1.356862712,-3.467185123,-0.735706129
Jordan Loyd,2019,127,55,5.751692276,-5.79960965,-0.047917374,-8.972198735,-1.744192632,-10.71639137,2.929955623,-5.414119096,-2.484163473,0.007416708,0.007416708,0,-0.232077363,-6.426698086,-6.65877545,-0.586513594
Jordan McLaughlin,2021,1160.333333,533,-0.749802054,-0.739507746,-1.489309799,-2.244187718,-2.464027301,-4.708215019,-1.16380656,-0.816362972,-1.980169533,0.651216003,0.651216003,0,-1.727765087,-0.598337255,-2.326102341,-0.75005038
Jordan McRae,2018,905.5,425,0.114311719,-2.128245044,-2.013933325,-0.751302654,0.491831423,-0.259471231,-0.07789675,-1.672181139,-1.750077889,0.096918738,0.070291546,0.026627192,-0.412245684,-2.998700673,-3.410946357,-0.34919429
Jordan Mickey,2017,344.6666667,170,-3.341190524,-1.256968169,-4.598158693,-4.478715354,-1.250982111,-5.729697464,-3.774691394,-1.351213613,-5.125905007,-0.308716978,-0.255307649,-0.053409329,-3.982240492,-2.582232744,-6.564473236,-0.434189795
Jordan Nwora,2021.5,536.5,244,-0.802853077,-0.840408977,-1.643262054,-3.290484881,4.747979099,1.457494219,-1.282085286,-0.1945959,-1.476681185,0.194848834,0.211408041,-0.016559207,0.518833487,-2.226225014,-1.707391526,0.573048929
Jordan Poole,2021,1733.333333,809.6666667,-1.988740749,-1.256625445,-3.245366193,-2.950583931,0.122473349,-2.828110583,-2.232173201,-0.927432265,-3.159605465,-0.409673385,-0.409673385,0,-2.890521778,-1.366164243,-4.256686021,0.094667971
Jordan Sibert,2019,9,4,10.52197441,-18.08108359,-7.559109179,18.88976914,-52.57291944,-33.6831503,12.92144429,-26.34386004,-13.42241574,-0.021604133,-0.021604133,0,7.288802927,-20.75935827,-13.47055535,-0.824157513
Jorge Gutierrez,2015,340,169.6666667,-1.385041884,0.351863807,-1.033178077,-2.86042101,-2.25285559,-5.1132766,-1.779171735,-0.174600145,-1.953771879,0.057050606,0.112145174,-0.055094568,-2.227340053,-0.811495873,-3.038835926,0.119637543
Jose Calderon,2016.5,2735.166667,1371.166667,-0.521552392,-2.056019095,-2.577571487,-2.120605566,-1.12127065,-3.241876217,-0.885610103,-1.963084016,-2.848694119,0.605604292,0.506281782,0.09932251,-0.770139863,-2.002879881,-2.773019744,-0.558158082
Josh Childress,2014,47,24,-2.606229991,4.658180472,2.051950481,15.87460124,2.735331349,18.60993259,1.111929291,4.569173456,5.681102747,0.102431322,0.102431322,0,-0.103501485,1.901129138,1.797627652,-0.748689549
Josh Christopher,2022,62,28,-7.03226523,1.527875414,-5.504389816,-0.813852903,19.17282152,18.35896862,-6.650379093,2.95514009,-3.695239004,-0.013557552,-0.013557552,0,-3.455020504,-2.697318527,-6.152339032,0.409301915
Josh Giddey,2022,424,204,2.343929564,-1.278669294,1.06526027,4.398368448,-11.32239596,-6.924027508,2.597159612,-2.03569165,0.561467963,0.341656346,0.341656346,0,5.243476045,-1.264824492,3.978651552,-0.887994184
Josh Gray,2019,119,54.5,-7.377865887,-3.050973401,-10.42883929,-15.25788056,2.313354229,-12.94452633,-9.394629518,-2.048535644,-11.44316516,-0.219416888,-0.219416888,0,-6.780250929,-3.824375367,-10.60462629,2.709809019
Josh Green,2021.5,502,239,-6.625338124,-1.647821131,-8.273159254,-4.463888303,0.059770894,-4.404117409,-6.706914851,-1.301095898,-8.008010752,-0.23257198,-0.219214177,-0.013357803,-6.031882408,-4.204266539,-10.23614895,0.568188288
Josh Hall,2021,735,336,-7.240601331,-4.107880362,-11.34848169,-3.673904716,-1.397899015,-5.07180373,-6.799098851,-3.736091067,-10.53518992,-1.339817725,-1.339817725,0,-7.008527783,-5.116965453,-12.12549324,0.395283074
Josh Harrellson,2014,649,317,0.511155009,3.81607544,4.327230449,-2.704934067,4.999219345,2.294285279,-0.144549222,4.367256077,4.222706855,1.127996861,1.127996861,0,-0.656363518,0.981909683,0.325546165,0.023582778
Josh Hart,2020,2740.4,1274.6,0.23430262,0.07927397,0.313576589,0.698409821,-1.050575902,-0.35216608,0.22772884,-0.009296498,0.218432342,2.283133789,2.283133789,0,-0.592342605,0.699440477,0.107097873,-0.124270389
Josh Huestis,2017,741,365.6666667,-1.140162158,2.903594208,1.763432049,1.845643136,4.37825625,6.223899386,-0.615120958,3.366993013,2.751872056,0.258324385,0.213403392,0.044920993,-0.504009926,1.48688695,0.982877025,-0.427194237
Josh Jackson,2020,2577,1208.8,-1.552585669,0.031904197,-1.520681472,-0.906478372,-1.334031881,-2.240510253,-1.656815302,-0.026279519,-1.683094822,0.253046371,0.253046371,0,-2.145699907,-0.359679059,-2.505378966,1.31987387
Josh Magette,2019,264,127,-3.509499995,5.154185966,1.644685971,-3.713951043,6.181839801,2.467888759,-3.732162881,5.696972902,1.964810022,0.217512314,0.217512314,0,-3.33119446,4.106319273,0.775124812,0.566204517
Josh McRoberts,2016,1515.4,785.2,-3.198198563,-1.972555587,-5.170754151,0.784195442,-0.28181365,0.502381792,-2.559827845,-1.755633038,-4.315460883,1.268440079,1.020846463,0.247593616,-2.26680213,-1.37469462,-3.64149675,-0.242712478
Josh Okogie,2020.5,2489.5,1146,-2.283845166,5.652570803,3.368725637,-0.93154356,3.46242163,2.53087807,-2.198269334,5.551369554,3.35310022,1.409313843,1.409313843,0,-2.872740355,5.470858098,2.598117742,0.660472431
Josh Powell,2014,37,19,-12.61065124,-6.726770588,-19.33742183,-8.551207032,-1.620570876,-10.17177791,-12.589949,-6.077945225,-18.66789422,-0.151697499,-0.151697499,0,-12.56302704,-4.815338347,-17.37836539,-1.620732677
Josh Reaves,2020,77,37,-6.887917415,-0.346095455,-7.23401287,-8.662013542,4.785439009,-3.876574533,-7.67792212,0.746293359,-6.93162876,-0.080527154,-0.087983001,0.007455847,-5.501923669,-1.129854241,-6.631777909,-0.447383104
Josh Richardson,2019,3587.285714,1759.714286,-0.669758332,0.584752695,-0.085005637,-1.140072217,-0.641155554,-1.781227772,-0.669859616,0.465605506,-0.20425411,3.036081986,2.938924058,0.097157928,-0.439693237,0.880030563,0.440337326,-0.669308222
Josh Smith,2015.75,3261.5,1589,-2.173917167,0.561265999,-1.612651168,-7.452557772,0.525406332,-6.927151438,-3.417515082,0.587342823,-2.830172258,1.744149231,1.461785218,0.282364012,-2.781789903,0.819275783,-1.962514121,1.076188786
Joshua Primo,2022,14,6,13.93632437,11.74976478,25.68608915,2.392296703,0.782891552,3.175188255,13.38979753,11.17121008,24.56100761,0.08277031,0.08277031,0,6.965704508,7.150232585,14.11593709,-1.016554453
Jrue Holiday,2018,4017.333333,1908.666667,2.838000893,-0.42987919,2.408121703,4.473982485,1.552440533,6.026423019,3.0879906,0.024844084,3.112834684,6.375332371,5.827705603,0.547626768,3.003976313,0.422152836,3.426129149,0.35019883
Juan Toscano-Anderson,2021,1042,484.3333333,-1.358336778,0.693607848,-0.66472893,-2.732375534,0.23584998,-2.496525554,-1.499463815,0.593089816,-0.906373999,0.690841601,0.690841601,0,-3.00092546,0.525774983,-2.475150477,-0.686392741
Juancho Hernangomez,2019.5,1496.333333,705.6666667,-1.904434186,0.457798639,-1.446635547,-2.63047266,-6.945531097,-9.576003757,-1.984020609,-0.225824764,-2.209845373,0.622103534,0.632308935,-0.010205402,-2.314437803,-0.821197537,-3.135635339,0.347116934
Julian Washburn,2019,519,254,-4.674302401,1.486757069,-3.187545332,-2.456698036,1.066054337,-1.390643699,-4.4965226,1.463291726,-3.033230874,-0.036307699,-0.036307699,0,-4.74411181,1.053385781,-3.690726028,-1.10069855
Julius Randle,2018.5,3651.375,1755.125,-2.053659654,-2.145187668,-4.198847323,-4.012727181,-2.597138723,-6.609865905,-2.588218917,-2.306714629,-4.894933545,1.564030983,1.609847094,-0.04581611,-2.442721229,-2.324458943,-4.767180174,0.115127658
Julyan Stone,2016,305.5,147.5,-1.617915683,-0.253747638,-1.871663322,-3.559786102,1.124914659,-2.43487144,-2.198341389,-0.002675328,-2.201016717,0.108679759,0.108679759,0,-2.486673058,-0.611869891,-3.098542949,-0.537218157
Justin Anderson,2018,1306.8,624,-1.34906034,-0.183218138,-1.532278478,-2.382511418,0.658296518,-1.7242149,-1.621283175,-0.008234516,-1.629517691,0.321099604,0.210450788,0.110648815,-1.035236245,-1.274826011,-2.310062257,0.269338711
Justin Champagnie,2022,28,12,-2.467942209,-5.428472824,-7.896415033,24.41024345,1.211758457,25.62200191,-0.496964501,-5.013133473,-5.510097974,-0.017046767,-0.017046767,0,-4.749388719,-2.111924369,-6.861313088,0.894417194
Justin Hamilton,2015.333333,1355.666667,653.6666667,-2.04613579,-0.18938049,-2.23551628,-4.44414266,-4.680406472,-9.124549132,-2.65374507,-1.085156207,-3.738901278,0.218476849,0.218476849,0,-2.264392806,-1.131081376,-3.395474182,0.528400253
Justin Harper,2016.5,68,33,-6.89666962,-1.754696459,-8.651366078,-7.222851342,-13.62408364,-20.84693499,-7.334162349,-4.335871317,-11.67003367,-0.151056708,-0.151056708,0,-5.072921666,-4.619544268,-9.692465934,1.457743126
Justin Holiday,2018.5,3231.75,1541.5,-0.916281977,0.819884567,-0.09639741,-1.578401949,2.096849579,0.51844763,-1.091600615,0.950842823,-0.140757792,2.302050393,2.234058476,0.067991917,-0.635949122,1.104849303,0.468900181,0.457709007
Justin Jackson,2019.5,2515.75,1193.25,-1.954512309,-1.702438621,-3.65695093,-0.598759221,-0.57968627,-1.17844549,-1.76200298,-1.558669814,-3.320672794,-0.216887297,-0.174133648,-0.04275365,-1.919446665,-2.386431695,-4.305878359,-0.308267371
Justin James,2020.5,592,271,-1.707097009,-1.53687305,-3.243970059,-6.797379495,3.369803048,-3.427576448,-2.860200998,-0.553934509,-3.414135508,-0.114220503,-0.114220503,0,-2.470870362,-1.974461755,-4.445332116,0.046291258
Justin Patton,2019.5,160,74,-3.070776893,-0.533117303,-3.603894196,0.132069272,0.710481308,0.84255058,-2.570633272,-0.259706475,-2.830339747,-0.130605734,-0.130605734,0,-0.667686251,-0.128707738,-0.79639399,1.092931026
Justin Robinson,2021,198,91.33333333,-2.859939663,-1.509063879,-4.369003542,-2.905973192,1.61752007,-1.28845312,-2.763449637,-0.680523473,-3.44397311,0.024777935,0.024777935,0,-2.310336661,-2.743044466,-5.053381126,-0.216111861
Justin Wright-Foreman,2020,95,45,-2.391490394,-8.622148451,-11.01363885,-10.89065857,-3.950733361,-14.84139193,-4.361208027,-8.202091313,-12.56329934,-0.225267659,-0.225267659,0,-3.280510815,-6.882328937,-10.16283975,-0.016260456
Justise Winslow,2019,2299.428571,1124.857143,-3.488001331,0.825108143,-2.662893188,-3.178409901,2.417304849,-0.761105052,-3.544301962,1.235358531,-2.308943431,1.096666219,0.93342141,0.163244809,-2.778658482,1.096766456,-1.681892026,0.135347199
Jusuf Nurkic,2018.5,2305.25,1107.25,-1.457801696,3.142090411,1.684288715,0.038475267,1.83530822,1.873783487,-1.280071113,3.056603383,1.77653227,2.792700427,2.787301758,0.005398669,-0.618954267,3.01182381,2.392869543,0.865358662
Juwan Morgan,2020.5,399,186.5,-1.648071219,-2.948306664,-4.596377883,-4.215278042,-2.364003497,-6.579281539,-2.320080944,-3.05458932,-5.374670263,-0.15699952,-0.193806619,0.036807099,-2.421279142,-3.56009386,-5.981373001,0.006544821
KJ McDaniels,2016,1471.666667,708.6666667,-2.638156661,0.112541543,-2.525615119,-0.4569757,3.306500367,2.849524667,-2.307834103,0.791956297,-1.515877807,0.04959935,-0.008241483,0.057840832,-2.59197263,-0.576788996,-3.168761626,0.833726055
KZ Okpala,2021,338,165,-2.436820693,-0.061860293,-2.498680986,-6.578083609,-2.112020529,-8.690104136,-3.249153712,-0.850430168,-4.09958388,-0.243940132,-0.222793702,-0.02114643,-4.220482368,-1.724522965,-5.945005333,-0.718427349
Kadeem Allen,2019,449.3333333,213.3333333,-1.244728962,0.338027005,-0.906701957,-0.720700559,-1.661616953,-2.382317512,-1.142790435,-0.022673124,-1.165463559,0.292511628,0.292511628,0,-1.090953877,-0.746564303,-1.83751818,-0.495217226
Kai Jones,2022,5,2,-44.51371198,-14.13801709,-58.65172907,-64.55120634,2.41598016,-62.13522618,-47.05487276,-13.23579259,-60.29066535,-0.067457612,-0.067457612,0,-33.22703019,-27.03268431,-60.25971451,15.17184738
Kalin Lucas,2017,13,6,-4.18894521,-1.287191877,-5.476137087,-28.57460322,6.071249715,-22.50335351,-9.521948599,0.172340454,-9.349608145,-0.020123873,-0.020123873,0,-9.635501303,3.044823478,-6.590677825,-0.956625194
Karim Mane,2021,182,88,-6.48471406,-5.601630101,-12.08634416,-3.75784311,-1.920564392,-5.678407502,-6.24850781,-5.108494004,-11.35700181,-0.38305662,-0.38305662,0,-7.616710366,-5.040447207,-12.65715757,-0.882447647
Karl-Anthony Towns,2019,4214.714286,2053.285714,2.730501718,0.039019238,2.769520956,5.787208668,-2.889001686,2.898206982,3.407627907,-0.420255492,2.987372414,6.057487416,6.063113739,-0.005626323,3.110556708,-0.123060404,2.987496303,0.560664732
Kawhi Leonard,2017.5,4609.25,2289.625,4.705037497,3.476968772,8.182006269,3.093545968,2.488993553,5.582539521,4.601079054,3.424321598,8.025400653,12.91096928,10.20201317,2.708956105,4.332841341,3.991419639,8.324260979,-0.049647978
